lemma	pos	frequency	source	class	subclass
anket yapmak	VERB	7	tubitak|meb|video	Other	other
avucunun içi gibi bilmek	VERB	7	tubitak|literature	Education & Language	idioms
avucunun içine almak	VERB	7	tubitak|literature	Education & Language	idioms
baraj kurmak	VERB	7	video|literature	Sports, Games & Recreation	sports
başına kakmak	VERB	7	literature	Education & Language	idioms
burnundan solumak	VERB	7	literature	Emotions & Mental Processes	anger
cana kıymak	VERB	7	video|literature	Violence & Conflict	violence
çene yormak	VERB	7	video|literature	Education & Language	idioms
çenesi düşmek	VERB	7	video|literature	Education & Language	idioms
çıkmaza sokmak	VERB	7	video|literature	Education & Language	idioms
defterden silmek	VERB	7	literature	Education & Language	idioms
devede kulak	NOUNJ	7	tubitak|literature	Education & Language	idioms
devre dışı kalmak	VERB	7	tubitak|video|literature	Education & Language	idioms
dijital ortam	NOUN	7	tubitak|meb|video	Science & Technology	information technologies
dirsek çürütmek	VERB	7	literature	Education & Language	idioms
doktora yapmak	VERB	7	tubitak|literature	Education & Language	education
duman etmek	VERB	7	video|literature	Education & Language	idioms
egale etmek	VERB	7	meb|video	Education & Language	idioms
el değiştirmek	VERB	7	tubitak|literature	Education & Language	idioms
elektrikli araba	NOUN	7	video	Transportation, Travel & Safety	vehicles
emekli maaşı	NOUN	7	meb|video|literature	Work & Economy	financial concepts
faaliyete geçmek	VERB	7	tubitak|literature	Other	other
formda olmak	VERB	7	tubitak|video	Education & Language	idioms
geri basmak	VERB	7	video	Education & Language	idioms
gösterime girmek	VERB	7	tubitak|video|literature	Arts, Media & Entertainment	cinema
gözü doymak	VERB	7	meb|video|literature	Education & Language	idioms
gözü korkmak	VERB	7	meb|literature	Education & Language	idioms
hasret kalmak	VERB	7	meb|literature	Emotions & Mental Processes	emotions
hata işlemek	VERB	7	meb|literature	Education & Language	idioms
hayal satmak	VERB	7	video|literature	Other	other
iç içe girmek	VERB	7	tubitak|video|literature	Education & Language	idioms
ihraç etmek	VERB	7	tubitak|meb	Other	other
i̇hya etmek	VERB	7	meb|video|literature	Other	other
iki gözü iki çeşme	NA	7	literature	Education & Language	idioms
iki ucunu bir araya getirememek	VERB	7	tubitak|meb	Education & Language	idioms
ilişiğini kesmek	VERB	7	tubitak|meb|video|literature	Work & Economy	occupations
iş ayağa düşmek	VERB	7	tubitak|video|literature	Education & Language	idioms
işi ciddiye almak	VERB	7	video|literature	Education & Language	idioms
işi ileri götürmek	VERB	7	tubitak|video|literature	Education & Language	idioms
işin üstesinden gelmek	VERB	7	tubitak|video|literature	Education & Language	idioms
iştahı olmak	VERB	7	video|literature	Education & Language	idioms
itham etmek	VERB	7	video|literature	Other	other
kaleyi içinden fethetmek	VERB	7	meb|video|literature	Education & Language	idioms
kapı kapı dolaşmak	VERB	7	meb|literature	Education & Language	idioms
karalar bağlamak	VERB	7	meb|literature	Education & Language	idioms
kem küm etmek	VERB	7	literature	Education & Language	idioms
kenarda kalmak	VERB	7	tubitak|meb|video|literature	Education & Language	idioms
kendini sıkmak	VERB	7	video|literature	Emotions & Mental Processes	emotions
kertesine gelmek	VERB	7	video|literature	Education & Language	idioms
kesintiye uğramak	VERB	7	tubitak|literature	Education & Language	idioms
kollarının arasına almak	VERB	7	literature	Education & Language	idioms
kötüye kullanmak	VERB	7	meb|video|literature	Education & Language	idioms
kukla gibi	NA	7	video|literature	Education & Language	idioms
kül yutmak	VERB	7	tubitak|literature	Education & Language	idioms
mal etmek	VERB	7	tubitak|video|literature	Education & Language	idioms
masaya yatırmak	VERB	7	literature	Education & Language	idioms
maskesi düşmek	VERB	7	video|literature	Education & Language	idioms
masraf kapısı açmak	VERB	7	video	Work & Economy	financial concepts
mensup olmak	VERB	7	meb|literature	Personality, Values & Behavior	loyalty
merakta kalmak	VERB	7	video|literature	Emotions & Mental Processes	emotions
mesken tutmak	VERB	7	tubitak|literature	Education & Language	idioms
minnet duymak	VERB	7	meb|video|literature	Emotions & Mental Processes	emotions
minnettar kalmak	VERB	7	literature	Emotions & Mental Processes	emotions
moral bulmak	VERB	7	literature	Emotions & Mental Processes	emotions
mülki idare	NOUN	7	meb	History, Politics & Religion	politics
o hâlde	NOUN	7	tubitak|video	Education & Language	grammar
ölçüyü kaçırmak	VERB	7	literature	Education & Language	idioms
önüne arkasına bakmadan	NA	7	literature	Education & Language	idioms
ortaklık kurmak	VERB	7	tubitak|meb|literature	Work & Economy	financial concepts
oruç açmak	VERB	7	video|literature	History, Politics & Religion	religion
Osmanlı tokadı	NOUN	7	video|literature	Violence & Conflict	violence
Osmanlı tokadı atmak	VERB	7	video|literature	Violence & Conflict	violence
Osmanlı tokadı yemek	VERB	7	video|literature	Violence & Conflict	violence
oyun etmek	VERB	7	video|literature	Education & Language	idioms
pabuç bırakmamak	VERB	7	literature	Education & Language	idioms
panik olmak	VERB	7	video|literature	Emotions & Mental Processes	emotions
parmağında oynatmak	VERB	7	tubitak|video|literature	Education & Language	idioms
parmak ısırmak	VERB	7	video|literature	Education & Language	idioms
pop müzik	NOUN	7	tubitak|video	Arts, Media & Entertainment	music
pot kırmak	VERB	7	video|literature	Personality, Values & Behavior	behavior
rengi kaçmak	VERB	7	tubitak|meb|video	Education & Language	idioms
renkten renge girmek	VERB	7	tubitak|video|literature	Education & Language	idioms
restore etmek	VERB	7	tubitak|video|literature	Other	other
rota değiştirmek	VERB	7	tubitak|meb|video|literature	Education & Language	idioms
şakaya vurmak	VERB	7	literature	Education & Language	idioms
ser verip sır vermemek	VERB	7	video|literature	Education & Language	idioms
sert çıkmak	VERB	7	video|literature	Education & Language	idioms
sesi soluğu çıkmamak	VERB	7	video|literature	Sound & Communication Phenomena	sounds
şifayı kapmak	VERB	7	video|literature	Health & Medicine	diseases
sıkı ağızlı	NOUNJ	7	tubitak|meb|video|literature	Education & Language	idioms
sırra kadem basmak	VERB	7	literature	Education & Language	idioms
soğuk çay	NOUN	7	saha|video|literature	Food & Nutrition	beverages
şüphe uyandırmak	VERB	7	video|literature	Education & Language	idioms
süt dökmüş kedi gibi	NA	7	video|literature	Education & Language	idioms
tahsil etmek	VERB	7	video|literature	Other	other
takıp takıştırmak	VERB	7	literature	Personal Care & Consumer Life	clothing
talan etmek	VERB	7	video|literature	Violence & Conflict	violence
taviz vermek	VERB	7	literature	Education & Language	idioms
tepe tepe kullanmak	VERB	7	video	Education & Language	idioms
ters tarafından kalkmak	VERB	7	video|literature	Emotions & Mental Processes	anger
teselli bulmak	VERB	7	literature	Emotions & Mental Processes	emotions
türkü çığırmak	VERB	7	tubitak|literature	Arts, Media & Entertainment	music
üç aşağı beş yukarı	NA	7	literature	Education & Language	idioms
uçan kuştan medet ummak	VERB	7	literature	Education & Language	idioms
vahşi orman	NOUN	7	video|literature	Nature & Living Things	environment
yakayı ele vermek	VERB	7	tubitak|video|literature	Education & Language	idioms
yalan yanlış	NOUNJ	7	video|literature	Education & Language	idioms
yeşil ışık yakmak	VERB	7	meb|literature	Education & Language	idioms
yıldız vida	NOUN	7	video	Objects, Tools & Physical Things	tools
yumruk kadar	NA	7	tubitak|video|literature	Time, Numbers & Measurement	units of measurement
yüreğine inmek	VERB	7	video|literature	Education & Language	idioms
yüz bulmak	VERB	7	tubitak|meb|literature	Education & Language	idioms
yüz yüze bakmak	VERB	7	tubitak|meb|video|literature	Education & Language	idioms
yüzüstü bırakmak	VERB	7	video|literature	Personality, Values & Behavior	behavior
zevkine varmak	VERB	7	video|literature	Education & Language	idioms
zor kullanmak	VERB	7	meb|video|literature	Violence & Conflict	violence
acı gerçek	NOUN	6	video|literature	Education & Language	idioms
adı kalmak	VERB	6	literature	Education & Language	idioms
aklı başında olmamak	VERB	6	tubitak|video|literature	Emotions & Mental Processes	intelligence and reasoning
aklı durmak	VERB	6	tubitak|literature	Emotions & Mental Processes	intelligence and reasoning
aralarından su sızmamak	VERB	6	literature	People & Relationships	friendship
askıda kalmak	VERB	6	tubitak|literature	Education & Language	idioms
ayağına gelmek	VERB	6	video|literature	Education & Language	idioms
beyan etmek	VERB	6	meb|video|literature	Other	other
beygir gücü	NOUN	6	video	Time, Numbers & Measurement	units of measurement
bin pişman olmak	VERB	6	video|literature	Education & Language	idioms
bitkisel hayat	NOUN	6	tubitak|meb|literature	Health & Medicine	medicine
boğazına dizilmek	VERB	6	literature	Education & Language	idioms
boy aynası	NOUN	6	tubitak|literature	Personal Care & Consumer Life	accessories
buharlı tren	NOUN	6	tubitak|video|literature	Transportation, Travel & Safety	vehicles
çağ açmak	VERB	6	tubitak|saha|video|literature	Education & Language	idioms
caka satmak	VERB	6	video|literature	Education & Language	idioms
canı gitmek	VERB	6	video	Education & Language	idioms
cepheden cepheye koşmak	VERB	6	meb|literature	Education & Language	idioms
çocuk gibi sevinmek	VERB	6	meb|literature	Education & Language	idioms
deve güreşi	NOUN	6	video	Sports, Games & Recreation	sports
dil uzatmak	VERB	6	meb|literature	Education & Language	idioms
dilinde tüy bitmek	VERB	6	video|literature	Education & Language	idioms
diş gıcırdatmak	VERB	6	literature	Emotions & Mental Processes	anger
doğru orantı	NOUN	6	tubitak|video|literature	Education & Language	terms
dokuz köyden kovulmuş	NA	6	literature	Education & Language	idioms
ecel gelmek	VERB	6	literature	Education & Language	idioms
feragat etmek	VERB	6	video|literature	Education & Language	idioms
fındık kurdu gibi	NA	6	tubitak	Personality, Values & Behavior	appearance
fos çıkmak	VERB	6	video	Education & Language	idioms
gölge etmek	VERB	6	video|literature	Education & Language	idioms
göz boyamak	VERB	6	literature	Education & Language	idioms
gün ışığına çıkmak	VERB	6	tubitak|literature	Education & Language	idioms
günlük dil	NOUN	6	meb|literature	Literature & Publishing	language and literature
günlük konuşma	NOUN	6	meb|literature	Other	other
güvendiği dağlara kar yağmak	VERB	6	literature	Education & Language	idioms
hâle yola koymak	VERB	6	literature	Education & Language	idioms
hava basmak	VERB	6	tubitak|meb|video	Education & Language	idioms
hava cıva	NOUN	6	tubitak|literature	Nature & Living Things	plants
hesaba çekmek	VERB	6	tubitak|meb|literature	Education & Language	idioms
hesabını bilmek	VERB	6	tubitak|video|literature	Education & Language	idioms
içli dışlı olmak	VERB	6	tubitak|literature	Education & Language	idioms
iftar etmek	VERB	6	meb|literature	History, Politics & Religion	religious days
iğne deliğinden geçmek	VERB	6	tubitak|literature	Education & Language	idioms
iğne ile kuyu kazmak	VERB	6	literature	Education & Language	idioms
ileri atılmak	VERB	6	literature	Education & Language	idioms
ilerisini gerisini hesaplamamak	VERB	6	video	Education & Language	idioms
iskelete dönmek	VERB	6	video|literature	Education & Language	idioms
ismini cismini almak	VERB	6	meb	Education & Language	idioms
istişare etmek	VERB	6	literature	Other	other
ırgat pazarına dönmek	VERB	6	video|literature	Education & Language	idioms
kabak başına patlamak	VERB	6	literature	Education & Language	idioms
kan ağlamak	VERB	6	video|literature	Education & Language	idioms
karıncayı bile ezmemek	VERB	6	tubitak|video	Personality, Values & Behavior	behavior
karşı karşıya getirmek	VERB	6	tubitak|video|literature	Education & Language	idioms
kavga patlamak	VERB	6	meb|video	Violence & Conflict	violence
kelle koparmak	VERB	6	literature	Education & Language	idioms
kepaze etmek	VERB	6	video|literature	Education & Language	idioms
kesesi elvermemek	VERB	6	video|literature	Work & Economy	financial concepts
keyfi yerinde olmak	VERB	6	video|literature	Education & Language	idioms
kilit kürek olmak	VERB	6	tubitak|video|literature	Education & Language	idioms
kırıp geçirmek	VERB	6	video|literature	Education & Language	idioms
kış lastiği	NOUN	6	tubitak|meb|video	Transportation, Travel & Safety	vehicles
kısa devre	NOUN	6	tubitak|video	Education & Language	idioms
konuk etmek	VERB	6	tubitak|video|literature	Education & Language	idioms
köşe bucak kaçmak	VERB	6	video|literature	Education & Language	idioms
krize girmek	VERB	6	video|literature	Education & Language	idioms
küçük düşmek	VERB	6	tubitak|saha|video|literature	Education & Language	idioms
kül etmek	VERB	6	video|literature	Education & Language	idioms
kuru iftira	NOUN	6	video|literature	Education & Language	idioms
laf açmak	VERB	6	video|literature	Education & Language	idioms
laf işitmek	VERB	6	video|literature	Education & Language	idioms
laf yapmak	VERB	6	video	Education & Language	idioms
lastik gibi	NA	6	tubitak|video	Education & Language	idioms
leylek gibi	NA	6	tubitak|video|literature	Personality, Values & Behavior	appearance
mağdur olmak	VERB	6	meb|video	Education & Language	idioms
makaraları salıvermek	VERB	6	tubitak|video	Education & Language	idioms
mantara basmak	VERB	6	tubitak|video|literature	Education & Language	idioms
medet beklemek	VERB	6	literature	Education & Language	idioms
mendil sallamak	VERB	6	meb|literature	Education & Language	idioms
merakını mucip olmak	VERB	6	meb|video|literature	Emotions & Mental Processes	emotions
muamele görmek	VERB	6	video|literature	Education & Language	idioms
mühlet vermek	VERB	6	video|literature	Time, Numbers & Measurement	time
ne gözle bakmak	VERB	6	video	Education & Language	idioms
nefesi kesilmek	VERB	6	video|literature	Education & Language	idioms
ödün vermek	VERB	6	meb|video|literature	Education & Language	idioms
ok gibi (yerinden) fırlamak	VERB	6	literature	Education & Language	idioms
önayak olmak	VERB	6	tubitak|literature	Education & Language	idioms
operasyona çıkmak	VERB	6	video	Emotions & Mental Processes	action
ortaya dökmek	VERB	6	video|literature	Education & Language	idioms
ortaya yayılmak	VERB	6	tubitak|meb	Education & Language	idioms
oturup kalkmak	VERB	6	tubitak|meb|video|literature	Education & Language	idioms
öz güvensiz	NOUNJ	6	video	Emotions & Mental Processes	emotions
pahalıya patlamak	VERB	6	meb|video|literature	Education & Language	idioms
para tutmak	VERB	6	video|literature	Work & Economy	financial concepts
pay çıkarmak	VERB	6	meb|video	Education & Language	idioms
pılı pırtı toplamak	VERB	6	literature	Education & Language	idioms
post elden gitmek	VERB	6	literature	Education & Language	idioms
ruhu duymamak	VERB	6	video|literature	Education & Language	idioms
sabrı tükenmek	VERB	6	video|literature	Personality, Values & Behavior	patience
sağı solu (belli) olmamak	VERB	6	video|literature	Education & Language	idioms
saman alevi gibi	NA	6	literature	Education & Language	idioms
şans tanımak	VERB	6	video|literature	Education & Language	idioms
şikâyet kutusu	NOUN	6	video	Other	other
sırt sırta vermek	VERB	6	literature	Education & Language	idioms
sosyal yardım	NOUN	6	meb	Personality, Values & Behavior	helpfulness
soyup soğana çevirmek	VERB	6	video|literature	Education & Language	idioms
soyut sanat	NOUN	6	video	Arts, Media & Entertainment	art
söz açmak	VERB	6	video|literature	Education & Language	idioms
sözleşme yapmak	VERB	6	meb|video|literature	Other	other
su gibi ezberlemek	VERB	6	video|literature	Education & Language	idioms
tadı damağında kalmak	VERB	6	literature	Education & Language	idioms
tadını kaçırmak	VERB	6	video|literature	Education & Language	idioms
taksim etmek	VERB	6	meb|literature	People & Relationships	sharing
tasnif etmek	VERB	6	literature	Other	other
tavır almak	VERB	6	video|literature	Personality, Values & Behavior	behavior
tehdit savurmak	VERB	6	video|literature	Education & Language	idioms
tehlikeye düşürmek	VERB	6	meb|literature	Education & Language	idioms
temenni etmek	VERB	6	meb|literature	Emotions & Mental Processes	emotions
temize çekmek	VERB	6	video|literature	Education & Language	idioms
tencere yuvarlanmış, kapağını bulmuş	NA	6	video|literature	Education & Language	idioms
tepeden tırnağa süzmek	VERB	6	literature	Education & Language	idioms
tepesine binmek	VERB	6	video	Education & Language	idioms
teyit etmek	VERB	6	meb|video|literature	Other	other
tongaya basmak	VERB	6	literature	Education & Language	idioms
toz kondurmamak	VERB	6	literature	Education & Language	idioms
tuzluya mal olmak	VERB	6	tubitak	Work & Economy	financial concepts
üst perdeden konuşmak	VERB	6	literature	Education & Language	idioms
üstüne geçirmek	VERB	6	tubitak|meb|video|literature	Education & Language	idioms
üstüne toz kondurmamak	VERB	6	literature	Education & Language	idioms
vatani görev	NOUN	6	meb|literature	People & Relationships	responsibilities
verim almak	VERB	6	tubitak|meb|literature	Other	other
volta atmak	VERB	6	literature	Education & Language	idioms
ya sabır çekmek	VERB	6	literature	Education & Language	idioms
yalan dünya	NOUN	6	video	Education & Language	idioms
yalan makinesi	NOUN	6	video	Other	other
yaşından başından utanmamak	VERB	6	video|literature	Education & Language	idioms
yüz göz olmak	VERB	6	video|literature	Education & Language	idioms
yüzüstü kalmak	VERB	6	tubitak|literature	Education & Language	idioms
zaman öldürmek	VERB	6	video|literature	Education & Language	idioms
zevkten dörtköşe olmak	VERB	6	video|literature	Emotions & Mental Processes	emotions
zeytinyağı gibi üste çıkmak	VERB	6	video|literature	Education & Language	idioms
acil müdahale	NOUN	5	tubitak|meb|video	Other	other
adı çıkmak	VERB	5	video|literature	Education & Language	idioms
ah almak	VERB	5	video|literature	Education & Language	idioms
aklını başına toplamak	VERB	5	video|literature	Emotions & Mental Processes	intelligence and reasoning
ana kucağı	NOUN	5	meb|video|literature	Personality, Values & Behavior	love
azap çekmek	VERB	5	video|literature	Education & Language	idioms
bertaraf etmek	VERB	5	meb|literature	Education & Language	idioms
beş para etmemek	VERB	5	video|literature	Education & Language	idioms
birbirine düşmek	VERB	5	video|literature	Emotions & Mental Processes	anger
birbirini yemek	VERB	5	saha|video|literature	Emotions & Mental Processes	anger
bozuk çalmak	VERB	5	video	Education & Language	idioms
bulaşıcı hastalık	NOUN	5	tubitak|meb|literature	Health & Medicine	diseases
cama çıkmak	VERB	5	literature	Education & Language	idioms
canından bezmek	VERB	5	meb|literature	Education & Language	idioms
çekip almak	VERB	5	video	Education & Language	idioms
cenazeyi kaldırmak	VERB	5	meb|literature	Education & Language	idioms
çığırından çıkmak	VERB	5	video|literature	Education & Language	idioms
dal budak salmak	VERB	5	meb|literature	Education & Language	idioms
davetiye çıkarmak	VERB	5	video|literature	Education & Language	idioms
değişiklik yapmak	VERB	5	tubitak|meb|literature	Other	other
devam filmi	NOUN	5	video	Arts, Media & Entertainment	cinema
didik didik etmek	VERB	5	tubitak|literature	Education & Language	idioms
dijital dünya	NOUN	5	tubitak|video|literature	Science & Technology	information technologies
diline takılmak	VERB	5	tubitak|video	Education & Language	idioms
dişini tırnağına takmak	VERB	5	video|literature	Education & Language	idioms
duman almak	VERB	5	meb	Education & Language	idioms
ekmeğini kazanmak	VERB	5	literature	Personality, Values & Behavior	diligence
ekran görüntüsü	NOUN	5	video|tubitak	Science & Technology	technology
eline fırsat geçmek	VERB	5	literature	Education & Language	idioms
Fatiha okumak	VERB	5	video|literature	History, Politics & Religion	religion
fidan gibi	NA	5	tubitak|meb|literature	Personality, Values & Behavior	appearance
fırça atmak	VERB	5	video|literature	Education & Language	idioms
gölge düşürmek	VERB	5	tubitak|literature	Education & Language	idioms
gözünün önünden gitmemek	VERB	5	meb|video|literature	Education & Language	idioms
gündeme getirmek	VERB	5	tubitak|video	Education & Language	idioms
güreş minderi	NOUN	5	video	Sports, Games & Recreation	sports
havale etmek	VERB	5	literature	Other	other
hop oturup hop kalkmak	VERB	5	literature	Education & Language	idioms
hor kullanmak	VERB	5	meb|literature	Education & Language	idioms
içine dokunmak	VERB	5	tubitak|video|literature	Emotions & Mental Processes	emotions
içine kurt düşmek	VERB	5	video|literature	Education & Language	idioms
iftihar etmek	VERB	5	literature	Emotions & Mental Processes	emotions
iki yakası bir araya gelmemek	VERB	5	literature	Education & Language	idioms
imdada koşmak	VERB	5	literature	Education & Language	idioms
ipliği pazara çıkmak	VERB	5	tubitak|meb|video|literature	Education & Language	idioms
irtibat kurmak	VERB	5	video|literature	Education & Language	idioms
işi yokuşa sürmek	VERB	5	video|literature	Education & Language	idioms
itiş kakış	NOUN	5	video|literature	Violence & Conflict	violence
kabuk tutmak	VERB	5	tubitak|video|literature	Education & Language	idioms
kafasını toplamak	VERB	5	video|literature	Education & Language	idioms
kan alacak damarı bilmek	VERB	5	tubitak	Education & Language	idioms
karış karış dolaşmak	VERB	5	tubitak|meb|literature	Education & Language	idioms
kefeni boynunda olmak	VERB	5	tubitak|literature	Education & Language	idioms
kendi ayağı ile gelmek	VERB	5	video	Education & Language	idioms
kendi gölgesinden korkmak	VERB	5	video|literature	Education & Language	idioms
kendi hesabana çalışmak	VERB	5	tubitak|saha|video	Education & Language	idioms
kendi kendini yemek	VERB	5	tubitak|video|literature	Education & Language	idioms
kepçe gibi	NA	5	tubitak|saha	Education & Language	idioms
kervana katılmak	VERB	5	literature	Education & Language	idioms
külahıma anlat!	NA	5	video|literature	Education & Language	idioms
laf altında kalmamak	VERB	5	literature	Education & Language	idioms
lezzet almak	VERB	5	literature	Education & Language	idioms
mağdur etmek	VERB	5	meb|video	Education & Language	idioms
mahalleyi ayağa kaldırmak	VERB	5	video|literature	Education & Language	idioms
mahkemeye vermek	VERB	5	video|literature	Education & Language	idioms
maruz bırakmak	VERB	5	tubitak|meb|literature	Education & Language	idioms
maşa varken elini yakmak	VERB	5	video	Education & Language	idioms
meclis kurmak	VERB	5	meb|video|literature	Education & Language	idioms
mesai yapmak	VERB	5	video|literature	Work & Economy	duties
mesaiye kalmak	VERB	5	video	People & Relationships	responsibilities
mideye oturmak	VERB	5	video|literature	Education & Language	idioms
misafir kalmak	VERB	5	video|literature	Education & Language	idioms
mühür basmak	VERB	5	tubitak|meb|literature	Education & Language	idioms
mülakat yapmak	VERB	5	video|literature	Other	other
nabız yoklamak	VERB	5	literature	Education & Language	idioms
nabzını saymak	VERB	5	tubitak|video	Health & Medicine	medicine
nefes aldırmamak	VERB	5	tubitak|video|literature	Education & Language	idioms
nutku tutulmak	VERB	5	literature	Education & Language	idioms
ölçülü olmak	VERB	5	meb|literature	Personality, Values & Behavior	behavior
ömrü uzamak	VERB	5	tubitak|meb|video|literature	Education & Language	idioms
para kesmek	VERB	5	meb|video	Work & Economy	financial concepts
para yemek	VERB	5	video|literature	Work & Economy	financial concepts
parmaklarını yemek	VERB	5	video|literature	Food & Nutrition	dishes
pişmiş kelle gibi sırıtmak	VERB	5	literature	Education & Language	idioms
pusulayı şaşırmak	VERB	5	literature	Education & Language	idioms
pusuya düşmek	VERB	5	literature	Education & Language	idioms
put kesilmek	VERB	5	literature	Education & Language	idioms
rehin almak	VERB	5	video|literature	Education & Language	idioms
rest çekmek	VERB	5	literature	Education & Language	idioms
reva görmek	VERB	5	literature	Education & Language	idioms
ruhunu teslim etmek	VERB	5	literature	Education & Language	idioms
rüyasında bile görmemek	VERB	5	video|literature	Education & Language	idioms
sakal bırakmak	VERB	5	tubitak|video|literature	Personality, Values & Behavior	appearance
sandık başına gitmek	VERB	5	meb|literature	History, Politics & Religion	politics
sebebiyet vermek	VERB	5	video|literature	Education & Language	idioms
selam çakmak	VERB	5	video|literature	Education & Language	idioms
senli benli olmak	VERB	5	literature	Education & Language	idioms
siber zorbalık	NOUN	5	video	Personality, Values & Behavior	bullying
sinek avlamak	VERB	5	tubitak|literature	Work & Economy	financial concepts
strese girmek	VERB	5	tubitak|literature	Education & Language	idioms
su gibi gitmek	VERB	5	video|literature	Education & Language	idioms
sürüden ayrılanı kurt kapar	NA	5	literature	Education & Language	proverbs
tadı tuzu kalmamak	VERB	5	literature	Education & Language	idioms
tahrik etmek	VERB	5	video|literature	Personality, Values & Behavior	behavior
takviye etmek	VERB	5	literature	Education & Language	idioms
taş çıkartmak	VERB	5	meb|video|literature	Education & Language	idioms
tatbik etmek	VERB	5	video|literature	Other	other
telaşa düşmek	VERB	5	literature	Education & Language	idioms
telef etmek	VERB	5	video|literature	Education & Language	idioms
tertip etmek	VERB	5	literature	Other	other
tırnak göstermek	VERB	5	tubitak|video	Personality, Values & Behavior	behavior
toplumsal dayanışma	NOUN	5	meb|literature	Personality, Values & Behavior	helpfulness
uçan kuşa borcu olmak	VERB	5	video|literature	Work & Economy	financial concepts
ulusal bayram	NOUN	5	tubitak|meb	History, Politics & Religion	national holidays
üstüne varmak	VERB	5	meb|video|literature	Education & Language	idioms
utanç duymak	VERB	5	tubitak|meb|literature	Emotions & Mental Processes	emotions
vakit öldürmek	VERB	5	video|literature	Education & Language	idioms
vasiyet etmek	VERB	5	tubitak|literature	Other	other
yaraya merhem olmak	VERB	5	literature	Education & Language	idioms
yaş yere basmamak	VERB	5	video|literature	Education & Language	idioms
yerli turist	NOUN	5	video|literature	Transportation, Travel & Safety	travel
yoğun bakım	NOUN	5	tubitak|saha|video|literature	Health & Medicine	hospital
yüreği dayanmamak	VERB	5	video|literature	Education & Language	idioms
yüreği hop etmek	VERB	5	literature	Education & Language	idioms
yüreğine su serpmek	VERB	5	literature	Education & Language	idioms
zaman kollamak	VERB	5	video|literature	Education & Language	idioms
zar tutmak	VERB	5	video	Education & Language	idioms
zırıl zırıl	NOUN	5	video|literature	Sound & Communication Phenomena	sounds
açmaza düşmek	VERB	4	literature	Other	other
ah etmek	VERB	4	video|literature	Emotions & Mental Processes	emotions
akla karayı seçmek	VERB	4	literature	Education & Language	idioms
aklına esmek	VERB	4	video|literature	Emotions & Mental Processes	intelligence and reasoning
aklını karıştırmak	VERB	4	tubitak|video|literature	Emotions & Mental Processes	intelligence and reasoning
alın teri dökmek	VERB	4	video|literature	Personality, Values & Behavior	diligence
alıp başını gitmek	VERB	4	video|literature	People & Relationships	responsibilities
amma velakin	CCONJ	4	video|literature	Education & Language	grammar
ana öğün	NOUN	4	meb|video	Food & Nutrition	dishes
ana yüreği	NOUN	4	video|literature	Personality, Values & Behavior	love
aracılık etmek	VERB	4	tubitak|meb|literature	Other	other
arka kapıdan çıkmak	VERB	4	meb|video	Education & Language	idioms
arkadan vurmak	VERB	4	tubitak|literature	Education & Language	idioms
ayaklar altına almak	VERB	4	video|literature	Education & Language	idioms
belini kırmak	VERB	4	video|literature	Education & Language	idioms
beşamel sos	NOUN	4	video|literature	Food & Nutrition	dishes
bir köşeye çekilmek	VERB	4	literature	Education & Language	idioms
bir yaşına daha girmek	VERB	4	video|literature	Education & Language	idioms
bıçak kemiğe dayanmak	VERB	4	video|literature	Personality, Values & Behavior	patience
boğazı kurumak	VERB	4	video|literature	Education & Language	idioms
boy göstermek	VERB	4	tubitak|video|literature	Education & Language	idioms
bunalıma girmek	VERB	4	video|literature	Emotions & Mental Processes	emotions
cahil kalmak	VERB	4	video|literature	Education & Language	idioms
cana can katmak	VERB	4	literature	Education & Language	idioms
canı gibi sevmek	VERB	4	literature	Personality, Values & Behavior	love
cebine indirmek	VERB	4	literature	Personality, Values & Behavior	morality
çiğ süt emmiş	NA	4	video	Education & Language	idioms
cinayet işlemek	VERB	4	saha|literature	Violence & Conflict	violence
çığ gibi büyümek	VERB	4	video|literature	Education & Language	idioms
dava açmak	VERB	4	video|literature	Education & Language	idioms
dava etmek	VERB	4	video	Education & Language	idioms
dili açılmak	VERB	4	video	Education & Language	idioms
Dingo'nun ahırı	NA	4	tubitak	Education & Language	idioms
edebî eser	NOUN	4	tubitak|literature	Literature & Publishing	language and literature
el basmak	VERB	4	saha|meb|video|literature	Education & Language	idioms
etek öpmek	VERB	4	literature	Education & Language	idioms
fatura kesmek	VERB	4	video	Work & Economy	financial concepts
felah bulmak	VERB	4	literature	Education & Language	idioms
figan etmek	VERB	4	literature	Education & Language	idioms
fildişi gibi	NA	4	tubitak	Personality, Values & Behavior	appearance
fırsattan istifade etmek	VERB	4	video	Education & Language	idioms
gerekçe göstermek	VERB	4	literature	Other	other
göbeği çatlamak	VERB	4	video|literature	Education & Language	idioms
gözü kesmek	VERB	4	video|literature	Education & Language	idioms
güvence vermek	VERB	4	meb	Education & Language	idioms
had safha	NOUN	4	literature	Other	other
hallaç pamuğu gibi atmak	VERB	4	literature	Education & Language	idioms
hayat memat meselesi	NOUN	4	literature	Education & Language	idioms
hayat memat meselesi olmak	VERB	4	literature	Education & Language	idioms
içeri tıkmak	VERB	4	video	Other	other
içi daralmak	VERB	4	video|literature	Education & Language	idioms
içi sıkılmak	VERB	4	video|literature	Education & Language	idioms
içine sindirmek	VERB	4	literature	Education & Language	idioms
içine su serpmek	VERB	4	video|literature	Education & Language	idioms
